"","cell_line","treatment","time","concentration","cell_count"
"7261","D022T01","LGK974",96,0.04,14891
"7262","D022T01","Afatinib",96,0.008,7026
"7263","D022T01","Dasatinib",96,0.0016,17536
"7264","D022T01","Pazopanib",96,0.008,18913
"7265","D022T01","Everolimus",96,1,17644
"7266","D022T01","Staurosporine_500nM",96,0,2346
"7267","D022T01","Volasertib",96,0.0016,4249
"7268","D022T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.008,12365
"7269","D022T01","VX-702",96,0.008,21510
"7270","D022T01","AZD 4547",96,0.2,19643
"7271","D022T01","Mitomycin C",96,0.04,8128
"7272","D022T01","Everolimus",96,0.0016,12377
"7273","D022T01","Mitomycin C",96,0.008,11515
"7274","D022T01","Dasatinib",96,0.2,13478
"7275","D022T01","DMSO",96,0,18099
"7276","D022T01","Fludarabine",96,1,14639
"7277","D022T01","Gemcitabine",96,1,3531
"7278","D022T01","Alisertib",96,0.008,11755
"7279","D022T01","YM155",96,0.2,934
"7280","D022T01","YM155",96,1,60
"7281","D022T01","LGK974",96,0.008,18661
"7282","D022T01","Sonidegib",96,0.0016,11072
"7283","D022T01","DMSO",96,0,16722
"7284","D022T01","DMSO",96,0,16327
"7285","D022T01","AZD 4547",96,0.0016,17165
"7286","D022T01","Doxorubicin",96,0.2,4094
"7287","D022T01","Regorafenib",96,1,3735
"7288","D022T01","Bortezomib",96,1,24
"7289","D022T01","AZD 5363",96,0.0016,16902
"7290","D022T01","Pazopanib",96,1,18015
"7291","D022T01","Oxaliplatin mit 5-FU",96,1,9935
"7292","D022T01","DMSO",96,0,19128
"7293","D022T01","Staurosporine_500nM",96,0,2837
"7294","D022T01","Trifluoridin/Tipiracil",96,1,9492
"7295","D022T01","Staurosporine_500nM",96,0,4644
"7296","D022T01","Panobinostat",96,0.2,287
"7297","D022T01","PRI-724",96,0.04,13730
"7298","D022T01","DMSO",96,0,11600
"7299","D022T01","Palbociclib",96,0.008,10840
"7300","D022T01","MK-1775",96,1,3350
"7301","D022T01","Fludarabine",96,0.04,14080
"7302","D022T01","Vinblastin",96,0.04,7530
"7303","D022T01","Ponatinib",96,0.0016,14240
"7304","D022T01","DMSO",96,0,13380
"7305","D022T01","Bortezomib",96,1,40
"7306","D022T01","Irinotecan mit 5-FU",96,0.0016,10330
"7307","D022T01","Defactinib",96,1,10150
"7308","D022T01","AZD 4547",96,0.008,14210
"7309","D022T01","Defactinib",96,0.0016,13020
"7310","D022T01","Methotrexate",96,0.008,5950
"7311","D022T01","Dasatinib",96,1,2850
"7312","D022T01","Trifluoridin/Tipiracil",96,0.2,14550
"7313","D022T01","Doxorubicin",96,1,4300
"7314","D022T01","Cabozantinib",96,0.0016,12090
"7315","D022T01","17AAG",96,0.0016,11560
"7316","D022T01","VX-702",96,1,9670
"7317","D022T01","Trifluoridin/Tipiracil",96,0.04,9220
"7318","D022T01","Sunitinib",96,0.2,10430
"7319","D022T01","Dabrafenib mit Trametinib",96,0.0016,17690
"7320","D022T01","Axitinib",96,0.008,12290
"7321","D022T01","Oxaliplatin mit 5-FU",96,0.04,7670
"7322","D022T01","Trametinib",96,0.2,6750
"7323","D022T01","Defactinib",96,0.04,4860
"7324","D022T01","Axitinib",96,0.04,15020
"7325","D022T01","AZD 5363",96,0.2,12960
"7326","D022T01","Sunitinib",96,0.0016,12900
"7327","D022T01","Miglitol",96,1,9210
"7328","D022T01","Oxaliplatin",96,0.008,16990
"7329","D022T01","Birinapant",96,0.0016,13310
"7330","D022T01","Venetoclax",96,0.2,9890
"7331","D022T01","DMSO",96,0,10650
"7332","D022T01","Methotrexate",96,0.0016,10260
"7333","D022T01","Docetaxel",96,0.04,4090
"7334","D022T01","Taselisib",96,0.2,10330
"7335","D022T01","Vinblastin",96,1,4070
"7336","D022T01","DMSO",96,0,11620
"7337","D022T01","DMSO",96,0,11850
"7338","D022T01","DMSO",96,0,16240
"7339","D022T01","MK-8776",96,1,11950
"7340","D022T01","Ruxolitinib",96,1,6420
"7341","D022T01","Irinotecan / SN-38",96,1,3680
"7342","D022T01","Dabrafenib mit Trametinib",96,0.008,15410
"7343","D022T01","Gemcitabine",96,0.0016,9690
"7344","D022T01","MK-8776",96,0.008,11220
"7345","D022T01","Olaparib",96,0.008,10740
"7346","D022T01","Panobinostat",96,0.04,7840
"7347","D022T01","DMSO",96,0,12110
"7348","D022T01","GSK2636771",96,0.0016,12610
"7349","D022T01","Alisertib",96,1,8580
"7350","D022T01","Oxaliplatin mit 5-FU",96,0.2,8970
"7351","D022T01","Erlotinib",96,0.008,10300
"7352","D022T01","DMSO",96,0,11020
"7353","D022T01","Bexaroten",96,0.008,11920
"7354","D022T01","Birinapant",96,0.008,6950
"7355","D022T01","Staurosporine_500nM",96,0,6630
"7356","D022T01","Methotrexate",96,0.04,5250
"7357","D022T01","Vismodegib",96,0.0016,13720
"7358","D022T01","Staurosporine_500nM",96,0,8610
"7359","D022T01","Gefitinib",96,0.2,8650
"7360","D022T01","Dabrafenib mit Trametinib",96,0.04,8610
"7361","D022T01","Bexaroten",96,0.2,17830
"7362","D022T01","Ponatinib",96,0.04,16010
"7363","D022T01","Nutlin3a",96,0.008,15840
"7364","D022T01","Docetaxel",96,0.0016,9170
"7365","D022T01","DMSO",96,0,15420
"7366","D022T01","Irinotecan mit 5-FU + Gefitinib",96,0.0016,10040
"7367","D022T01","Afatinib",96,1,2500
"7368","D022T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.008,10250
"7369","D022T01","MK-8776",96,0.04,12330
"7370","D022T01","5-FU",96,0.0016,12660
"7371","D022T01","Ponatinib",96,1,13830
"7372","D022T01","Bleomycin",96,0.0016,18580
"7373","D022T01","Ruxolitinib",96,0.04,12690
"7374","D022T01","Etoposid",96,0.04,8790
"7375","D022T01","Irinotecan mit 5-FU + Gefitinib",96,0.04,7770
"7376","D022T01","Paclitaxel",96,0.2,4470
"7377","D022T01","Irinotecan / SN-38",96,0.2,3590
"7378","D022T01","Lapatinib",96,1,10910
"7379","D022T01","Everolimus",96,0.0016,9630
"7380","D022T01","Irinotecan / SN-38",96,0.0016,9880
"7381","D022T01","Trametinib",96,0.04,9070
"7382","D022T01","DMSO",96,0,11040
"7383","D022T01","Cabozantinib",96,1,7960
"7384","D022T01","Methotrexate",96,0.2,5720
"7385","D022T01","LGK974",96,0.04,13260
"7386","D022T01","Gefitinib",96,0.0016,12440
"7387","D022T01","Sonidegib",96,0.008,16090
"7388","D022T01","Ponatinib",96,0.008,12960
"7389","D022T01","Vinblastin",96,0.0016,10190
"7390","D022T01","Sunitinib",96,0.008,12580
"7391","D022T01","Etoposid",96,1,5360
"7392","D022T01","Paclitaxel",96,0.0016,10220
"7393","D022T01","Regorafenib",96,0.2,9790
"7394","D022T01","DMSO",96,0,13630
"7395","D022T01","PRI-724",96,1,11360
"7396","D022T01","Erlotinib",96,1,9250
"7397","D022T01","Dacarbazine",96,0.0016,15950
"7398","D022T01","Oxaliplatin",96,0.04,17310
"7399","D022T01","Methotrexate",96,1,5170
"7400","D022T01","Dasatinib",96,0.008,11270
"7401","D022T01","PRI-724",96,0.008,13030
"7402","D022T01","Sorafenib",96,0.2,7170
"7403","D022T01","VX-702",96,0.04,11520
"7404","D022T01","Oxaliplatin mit 5-FU",96,0.0016,15100
"7405","D022T01","Bexaroten",96,0.0016,13020
"7406","D022T01","Olaparib",96,0.0016,10750
"7407","D022T01","Sonidegib",96,0.0016,8700
"7408","D022T01","Lapatinib",96,0.0016,15620
"7409","D022T01","Axitinib",96,0.0016,15720
"7410","D022T01","Volasertib",96,0.04,4920
"7411","D022T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.0016,10840
"7412","D022T01","VX-702",96,0.2,11990
"7413","D022T01","Erlotinib",96,0.0016,12360
"7414","D022T01","DMSO",96,0,10800
"7415","D022T01","Doxorubicin",96,0.0016,10510
"7416","D022T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.2,7580
"7417","D022T01","Idelalisib",96,0.0016,19260
"7418","D022T01","YM155",96,0.008,12070
"7419","D022T01","Bortezomib",96,0.0016,11700
"7420","D022T01","AZD 5363",96,0.008,11620
"7421","D022T01","Vismodegib",96,0.04,12650
"7422","D022T01","Phenformin",96,0.008,10570
"7423","D022T01","Napabucasin",96,0.008,19340
"7424","D022T01","Trifluoridin/Tipiracil",96,1,7170
"7425","D022T01","Staurosporine_500nM",96,0,12220
"7426","D022T01","Trifluoridin/Tipiracil",96,0.008,10660
"7427","D022T01","DMSO",96,0,11810
"7428","D022T01","Mitomycin C",96,0.04,8090
"7429","D022T01","Alpelisib",96,0.04,16180
"7430","D022T01","Palbociclib",96,0.2,10760
"7431","D022T01","DMSO",96,0,14320
"7432","D022T01","AZD 4547",96,0.2,12970
"7433","D022T01","Olaparib",96,0.04,15440
"7434","D022T01","Sorafenib",96,1,4560
"7435","D022T01","Pazopanib",96,0.008,11540
"7436","D022T01","Pazopanib",96,0.2,9930
"7437","D022T01","Dasatinib",96,0.04,10840
"7438","D022T01","Staurosporine_500nM",96,0,11710
"7439","D022T01","LGK974",96,0.008,15070
"7440","D022T01","Palbociclib",96,1,8380
"7441","D022T01","Sorafenib",96,0.04,11110
"7442","D022T01","Irinotecan mit 5-FU",96,0.008,10210
"7443","D022T01","Etoposid",96,0.0016,11460
"7444","D022T01","Alpelisib",96,0.2,11850
"7445","D022T01","DMSO",96,0,11170
"7446","D022T01","Miglitol",96,0.008,12410
"7447","D022T01","Paclitaxel",96,1,4700
"7448","D022T01","Fludarabine",96,0.0016,12940
"7449","D022T01","YM155",96,0.04,9680
"7450","D022T01","Panobinostat",96,0.0016,18030
"7451","D022T01","Mitomycin C",96,0.2,7810
"7452","D022T01","LGK974",96,1,11280
"7453","D022T01","Everolimus",96,0.04,5470
"7454","D022T01","Regorafenib",96,1,10630
"7455","D022T01","17AAG",96,0.008,12260
"7456","D022T01","Palbociclib",96,0.0016,12570
"7457","D022T01","Alpelisib",96,1,15910
"7458","D022T01","Idelalisib",96,1,7040
"7459","D022T01","Etoposid",96,0.008,10430
"7460","D022T01","Phenformin",96,0.04,8980
"7461","D022T01","Alpelisib",96,0.008,10770
"7462","D022T01","17AAG",96,1,4830
"7463","D022T01","Irinotecan / SN-38",96,0.008,5050
"7464","D022T01","Taselisib",96,1,9860
"7465","D022T01","Oxaliplatin mit 5-FU",96,0.008,12320
"7466","D022T01","Dacarbazine",96,0.008,17960
"7467","D022T01","DMSO",96,0,13940
"7468","D022T01","Axitinib",96,0.2,11000
"7469","D022T01","Gefitinib",96,0.04,8170
"7470","D022T01","Venetoclax",96,1,10030
"7471","D022T01","Olaparib",96,1,6420
"7472","D022T01","Gefitinib",96,1,8130
"7473","D022T01","Ponatinib",96,0.2,12710
"7474","D022T01","LGK974",96,0.2,14890
"7475","D022T01","Binimetinib",96,0.008,12990
"7476","D022T01","Venetoclax",96,0.04,11080
"7477","D022T01","Afatinib",96,0.008,6770
"7478","D022T01","DMSO",96,0,13950
"7479","D022T01","Irinotecan / SN-38",96,0.04,5770
"7480","D022T01","Venetoclax",96,0.0016,11700
"7481","D022T01","Binimetinib",96,0.2,7770
"7482","D022T01","Dabrafenib",96,0.0016,16400
"7483","D022T01","Volasertib",96,0.0016,8020
"7484","D022T01","Mitomycin C",96,0.0016,12160
"7485","D022T01","DMSO",96,0,15040
"7486","D022T01","Sunitinib",96,1,8980
"7487","D022T01","Nutlin3a",96,0.04,13400
"7488","D022T01","AZD 4547",96,1,8240
"7489","D022T01","Bortezomib",96,0.04,60
"7490","D022T01","Miglitol",96,0.04,10910
"7491","D022T01","DMSO",96,0,13310
"7492","D022T01","LGK974",96,0.0016,13500
"7493","D022T01","Napabucasin",96,0.0016,13200
"7494","D022T01","Staurosporine_500nM",96,0,7660
"7495","D022T01","Volasertib",96,0.2,3270
"7496","D022T01","Fludarabine",96,0.2,14040
"7497","D022T01","Alisertib",96,0.04,6440
"7498","D022T01","Dacarbazine",96,0.2,12480
"7499","D022T01","Gefitinib",96,0.008,9820
"7500","D022T01","Lapatinib",96,0.2,12670
"7501","D022T01","Vorinostat",96,0.008,10000
"7502","D022T01","Ruxolitinib",96,0.008,12140
"7503","D022T01","Bortezomib",96,0.008,650
"7504","D022T01","Napabucasin",96,1,12490
"7505","D022T01","Dabrafenib",96,0.04,10790
"7506","D022T01","Etoposid",96,0.2,8190
"7507","D022T01","Trametinib",96,0.008,7050
"7508","D022T01","Bexaroten",96,0.04,13250
"7509","D022T01","Phenformin",96,0.0016,12670
"7510","D022T01","Doxorubicin",96,0.2,7630
"7511","D022T01","DMSO",96,0,16310
"7512","D022T01","PRI-724",96,0.0016,10260
"7513","D022T01","Gemcitabine",96,0.2,6240
"7514","D022T01","Panobinostat",96,0.2,260
"7515","D022T01","MK-1775",96,0.2,4460
"7516","D022T01","DMSO",96,0,15410
"7517","D022T01","Defactinib",96,0.2,11710
"7518","D022T01","Panobinostat",96,1,60
"7519","D022T01","Afatinib",96,0.04,8430
"7520","D022T01","Cabozantinib",96,0.008,14440
"7521","D022T01","GSK2636771",96,0.2,12430
"7522","D022T01","Sonidegib",96,0.2,12000
"7523","D022T01","Crizotinib",96,0.04,16130
"7524","D022T01","Binimetinib",96,0.0016,18340
"7525","D022T01","Vorinostat",96,0.04,7610
"7526","D022T01","Staurosporine_500nM",96,0,6790
"7527","D022T01","PRI-724",96,0.2,11960
"7528","D022T01","Trametinib",96,1,4110
"7529","D022T01","Binimetinib",96,1,5910
"7530","D022T01","Birinapant",96,1,1790
"7531","D022T01","Dacarbazine",96,0.04,9550
"7532","D022T01","Erlotinib",96,0.04,11030
"7533","D022T01","Everolimus",96,0.2,11120
"7534","D022T01","Ruxolitinib",96,0.2,17240
"7535","D022T01","Sonidegib",96,0.04,11200
"7536","D022T01","Volasertib",96,1,20
"7537","D022T01","Birinapant",96,0.2,1610
"7538","D022T01","Volasertib",96,0.008,4570
"7539","D022T01","Fludarabine",96,0.008,13890
"7540","D022T01","Erlotinib",96,0.2,10170
"7541","D022T01","Regorafenib",96,0.0016,11990
"7542","D022T01","Bleomycin",96,0.04,9930
"7543","D022T01","Oxaliplatin",96,1,8710
"7544","D022T01","Pazopanib",96,0.0016,12450
"7545","D022T01","Vinblastin",96,0.008,5060
"7546","D022T01","Fludarabine",96,1,11250
"7547","D022T01","DMSO",96,0,12430
"7548","D022T01","Oxaliplatin mit 5-FU + Gefitinib",96,1,7010
"7549","D022T01","Palbociclib",96,0.04,13400
"7550","D022T01","Nutlin3a",96,0.2,11940
"7551","D022T01","MK-1775",96,0.04,7190
"7552","D022T01","Everolimus",96,1,11930
"7553","D022T01","Phenformin",96,0.2,6890
"7554","D022T01","Oxaliplatin",96,0.2,15900
"7555","D022T01","Bleomycin",96,0.008,11340
"7556","D022T01","5-FU",96,0.04,7070
"7557","D022T01","DMSO",96,0,11830
"7558","D022T01","Irinotecan mit 5-FU + Gefitinib",96,0.008,8400
"7559","D022T01","Pazopanib",96,0.04,11230
"7560","D022T01","Venetoclax",96,0.008,7040
"7561","D022T01","Oxaliplatin",96,0.0016,12200
"7562","D022T01","Napabucasin",96,0.2,11380
"7563","D022T01","Crizotinib",96,0.2,11980
"7564","D022T01","DMSO",96,0,11340
"7565","D022T01","Taselisib",96,0.04,15310
"7566","D022T01","AZD 4547",96,0.0016,12000
"7567","D022T01","YM155",96,1,3640
"7568","D022T01","AZD 4547",96,0.04,17030
"7569","D022T01","Cabozantinib",96,0.2,10690
"7570","D022T01","Staurosporine_500nM",96,0,13500
"7571","D022T01","Defactinib",96,0.008,13150
"7572","D022T01","Sonidegib",96,1,18170
"7573","D022T01","YM155",96,0.2,6250
"7574","D022T01","Irinotecan mit 5-FU",96,0.04,9460
"7575","D022T01","Vismodegib",96,1,16880
"7576","D022T01","Staurosporine_500nM",96,0,11640
"7577","D022T01","Idelalisib",96,0.04,15990
"7578","D022T01","Vismodegib",96,0.008,12150
"7579","D022T01","Miglitol",96,0.0016,14830
"7580","D022T01","Regorafenib",96,0.04,9410
"7581","D022T01","Mitomycin C",96,1,840
"7582","D022T01","Sorafenib",96,0.0016,11920
"7583","D022T01","Mitomycin C",96,0.008,11710
"7584","D022T01","Alisertib",96,0.2,7640
"7585","D022T01","MK-8776",96,0.0016,14340
"7586","D022T01","17AAG",96,0.2,6740
"7587","D022T01","Bleomycin",96,1,6410
"7588","D022T01","Dabrafenib mit Trametinib",96,0.2,4100
"7589","D022T01","Idelalisib",96,0.2,11820
"7590","D022T01","Docetaxel",96,1,5020
"7591","D022T01","Vinblastin",96,0.2,5620
"7592","D022T01","YM155",96,0.0016,14210
"7593","D022T01","DMSO",96,0,14080
"7594","D022T01","DMSO",96,0,14000
"7595","D022T01","Sorafenib",96,0.008,12340
"7596","D022T01","Staurosporine_500nM",96,0,9350
"7597","D022T01","Birinapant",96,0.04,4400
"7598","D022T01","DMSO",96,0,12110
"7599","D022T01","Dabrafenib",96,0.2,12570
"7600","D022T01","AZD 5363",96,1,10690
"7601","D022T01","5-FU",96,1,7830
"7602","D022T01","Everolimus",96,0.008,14170
"7603","D022T01","Staurosporine_500nM",96,0,8130
"7604","D022T01","Irinotecan mit 5-FU + Gefitinib",96,1,5810
"7605","D022T01","DMSO",96,0,9500
"7606","D022T01","Sunitinib",96,0.04,13210
"7607","D022T01","Olaparib",96,0.2,9140
"7608","D022T01","DMSO",96,0,17620
"7609","D022T01","Panobinostat",96,0.008,11320
"7610","D022T01","Crizotinib",96,1,3010
"7611","D022T01","MK-1775",96,0.008,9870
"7612","D022T01","Miglitol",96,0.2,14760
"7613","D022T01","Nutlin3a",96,0.0016,14580
"7614","D022T01","Phenformin",96,1,5870
"7615","D022T01","Napabucasin",96,0.04,16180
"7616","D022T01","Dasatinib",96,0.0016,10990
"7617","D022T01","Lapatinib",96,0.008,5380
"7618","D022T01","Irinotecan mit 5-FU",96,0.2,8250
"7619","D022T01","Bexaroten",96,1,12600
"7620","D022T01","Ruxolitinib",96,0.0016,11370
"7621","D022T01","Doxorubicin",96,0.04,7310
"7622","D022T01","DMSO",96,0,12260
"7623","D022T01","Gemcitabine",96,1,5520
"7624","D022T01","Cabozantinib",96,0.04,10820
"7625","D022T01","Axitinib",96,1,12600
"7626","D022T01","Dacarbazine",96,1,10260
"7627","D022T01","Vorinostat",96,0.2,400
"7628","D022T01","Dasatinib",96,0.2,9260
"7629","D022T01","MK-1775",96,0.0016,11250
"7630","D022T01","Taselisib",96,0.008,12680
"7631","D022T01","GSK2636771",96,0.008,11290
"7632","D022T01","Regorafenib",96,0.008,11840
"7633","D022T01","Nutlin3a",96,1,12100
"7634","D022T01","Idelalisib",96,0.008,10530
"7635","D022T01","DMSO",96,0,14140
"7636","D022T01","MK-8776",96,0.2,11400
"7637","D022T01","5-FU",96,0.2,7890
"7638","D022T01","Alpelisib",96,0.0016,15190
"7639","D022T01","Paclitaxel",96,0.04,3660
"7640","D022T01","Docetaxel",96,0.008,6220
"7641","D022T01","Staurosporine_500nM",96,0,9100
"7642","D022T01","AZD 5363",96,0.0016,13540
"7643","D022T01","Bleomycin",96,0.2,8980
"7644","D022T01","Afatinib",96,0.0016,10180
"7645","D022T01","Crizotinib",96,0.0016,13310
"7646","D022T01","Vismodegib",96,0.2,16670
"7647","D022T01","Doxorubicin",96,0.008,7760
"7648","D022T01","5-FU",96,0.008,8690
"7649","D022T01","DMSO",96,0,16480
"7650","D022T01","GSK2636771",96,1,19510
"7651","D022T01","Bortezomib",96,0.2,40
"7652","D022T01","Gemcitabine",96,0.008,11150
"7653","D022T01","Trifluoridin/Tipiracil",96,0.0016,17990
"7654","D022T01","AZD 5363",96,0.04,12850
"7655","D022T01","Alisertib",96,0.008,8320
"7656","D022T01","Irinotecan mit 5-FU + Gefitinib",96,0.2,7590
"7657","D022T01","17AAG",96,0.04,6500
"7658","D022T01","Staurosporine_500nM",96,0,10110
"7659","D022T01","VX-702",96,0.008,17500
"7660","D022T01","Lapatinib",96,0.04,13110
"7661","D022T01","Trametinib",96,0.0016,12160
"7662","D022T01","VX-702",96,0.0016,19600
"7663","D022T01","Dabrafenib",96,0.008,13520
"7664","D022T01","Binimetinib",96,0.04,8330
"7665","D022T01","Pazopanib",96,1,14450
"7666","D022T01","Vorinostat",96,0.0016,9080
"7667","D022T01","GSK2636771",96,0.04,16500
"7668","D022T01","Vorinostat",96,1,30
"7669","D022T01","Crizotinib",96,0.008,14710
"7670","D022T01","Dabrafenib mit Trametinib",96,1,4600
"7671","D022T01","Paclitaxel",96,0.008,7670
"7672","D022T01","Afatinib",96,0.2,3690
"7673","D022T01","Oxaliplatin mit 5-FU",96,1,6820
"7674","D022T01","Dabrafenib",96,1,10170
"7675","D022T01","Alisertib",96,0.0016,16260
"7676","D022T01","Gemcitabine",96,0.04,5770
"7677","D022T01","Taselisib",96,0.0016,12130
"7678","D022T01","Oxaliplatin mit 5-FU + Gefitinib",96,0.04,7950
"7679","D022T01","Docetaxel",96,0.2,3750
"7680","D022T01","Irinotecan mit 5-FU",96,1,5500
"7681","D027T01","17AAG",96,0.04,18130
"7682","D027T01","Taselisib",96,0.0016,19310
"7683","D027T01","Irinotecan / SN-38",96,0.008,12060
"7684","D027T01","DMSO",96,0,16660
"7685","D027T01","Docetaxel",96,0.008,15160
"7686","D027T01","17AAG",96,0.2,9460
"7687","D027T01","DMSO",96,0,19330
"7688","D027T01","DMSO",96,0,21450
"7689","D027T01","Irinotecan / SN-38",96,0.0016,22000
"7690","D027T01","Doxorubicin",96,1,8910
"7691","D027T01","MK-1775",96,1,15840
"7692","D027T01","Sonidegib",96,1,25820
"7693","D027T01","Binimetinib",96,0.2,13320
"7694","D027T01","Oxaliplatin mit 5-FU",96,0.008,19690
"7695","D027T01","Ruxolitinib",96,0.04,23250
"7696","D027T01","Dasatinib",96,0.008,19270
"7697","D027T01","LGK974",96,0.0016,19360
"7698","D027T01","Lapatinib",96,0.2,24100
"7699","D027T01","Trametinib",96,1,8910
"7700","D027T01","Dabrafenib",96,0.04,21130
"7701","D027T01","Vorinostat",96,0.04,15810
"7702","D027T01","17AAG",96,1,8020
"7703","D027T01","Binimetinib",96,0.04,14310
"7704","D027T01","Methotrexate",96,1,8290
"7705","D027T01","Gefitinib",96,0.0016,23670
"7706","D027T01","Sunitinib",96,0.008,28780
"7707","D027T01","Irinotecan / SN-38",96,0.2,4420
"7708","D027T01","Lapatinib",96,0.0016,22700
"7709","D027T01","Alpelisib",96,0.008,21700
"7710","D027T01","Erlotinib",96,0.2,7860
"7711","D027T01","Everolimus",96,0.04,17080
"7712","D027T01","Venetoclax",96,0.008,12140
"7713","D027T01","MK-8776",96,1,24620
"7714","D027T01","Fludarabine",96,0.04,24990
"7715","D027T01","Bortezomib",96,0.0016,29810
"7716","D027T01","Lapatinib",96,0.008,15560
"7717","D027T01","DMSO",96,0,26360
"7718","D027T01","Fludarabine",96,0.008,21160
"7719","D027T01","Nutlin3a",96,1,21320
"7720","D027T01","Lapatinib",96,1,18200
"7721","D027T01","Panobinostat",96,0.008,22440
"7722","D027T01","Dasatinib",96,0.04,16280
"7723","D027T01","PRI-724",96,0.008,22530
"7724","D027T01","AZD 4547",96,0.04,25770
"7725","D027T01","Doxorubicin",96,0.008,17240
"7726","D027T01","Panobinostat",96,0.0016,33140
"7727","D027T01","Lapatinib",96,0.04,21150
"7728","D027T01","Everolimus",96,0.2,18330
"7729","D027T01","Oxaliplatin",96,0.04,27260
"7730","D027T01","Regorafenib",96,0.0016,24970
"7731","D027T01","Phenformin",96,1,9040
"7732","D027T01","17AAG",96,0.008,21700
"7733","D027T01","Binimetinib",96,0.0016,26230
"7734","D027T01","Trametinib",96,0.2,11210
"7735","D027T01","Oxaliplatin",96,0.008,20270
"7736","D027T01","Dabrafenib",96,1,23550
"7737","D027T01","Oxaliplatin",96,0.2,24700
"7738","D027T01","AZD 4547",96,1,5410
"7739","D027T01","Bortezomib",96,0.008,6930
"7740","D027T01","Everolimus",96,0.008,21210
"7741","D027T01","Methotrexate",96,0.008,14570
"7742","D027T01","5-FU",96,0.0016,20090
"7743","D027T01","5-FU",96,0.2,14790
"7744","D027T01","Oxaliplatin",96,0.0016,22180
"7745","D027T01","Bortezomib",96,0.2,390
"7746","D027T01","DMSO",96,0,20440
"7747","D027T01","Phenformin",96,0.008,19930
"7748","D027T01","Irinotecan / SN-38",96,1,2250
"7749","D027T01","Palbociclib",96,1,13350
"7750","D027T01","Binimetinib",96,0.008,19990
"7751","D027T01","DMSO",96,0,17420
"7752","D027T01","Irinotecan mit 5-FU",96,0.008,21610
"7753","D027T01","Trametinib",96,0.0016,20100
"7754","D027T01","Venetoclax",96,0.2,21240
"7755","D027T01","LGK974",96,0.2,25460
"7756","D027T01","Binimetinib",96,1,11860
"7757","D027T01","Doxorubicin",96,0.04,16070
"7758","D027T01","AZD 5363",96,0.008,19520
"7759","D027T01","MK-8776",96,0.04,19780
"7760","D027T01","Vinblastin",96,1,8660
"7761","D027T01","Doxorubicin",96,0.0016,21900
"7762","D027T01","Dasatinib",96,1,4780
"7763","D027T01","Palbociclib",96,0.04,19620
"7764","D027T01","AZD 4547",96,0.2,25180
"7765","D027T01","Napabucasin",96,0.2,16800
"7766","D027T01","Sonidegib",96,0.0016,18700
"7767","D027T01","DMSO",96,0,18870
"7768","D027T01","Irinotecan / SN-38",96,0.04,11880
"7769","D027T01","Napabucasin",96,0.0016,19560
"7770","D027T01","Fludarabine",96,1,19480
"7771","D027T01","Etoposid",96,0.008,22130
"7772","D027T01","Volasertib",96,0.0016,15740
"7773","D027T01","DMSO",96,0,29000
"7774","D027T01","AZD 4547",96,0.008,24660
"7775","D027T01","Napabucasin",96,0.008,31940
"7776","D027T01","DMSO",96,0,19180
"7777","D027T01","DMSO",96,0,22120
"7778","D027T01","Oxaliplatin mit 5-FU",96,1,10690
"7779","D027T01","5-FU",96,0.008,21120
"7780","D027T01","Venetoclax",96,0.0016,21810
"7781","D027T01","Sonidegib",96,0.008,27340
"7782","D027T01","Panobinostat",96,0.2,3940
"7783","D027T01","AZD 4547",96,0.0016,20040
"7784","D027T01","GSK2636771",96,0.008,19750
"7785","D027T01","Phenformin",96,0.2,14450
"7786","D027T01","Sorafenib",96,0.2,12230
"7787","D027T01","Erlotinib",96,1,8220
"7788","D027T01","Staurosporine_500nM",96,0,16950
"7789","D027T01","Alisertib",96,0.04,11850
"7790","D027T01","Alpelisib",96,1,22920
"7791","D027T01","Cabozantinib",96,0.2,16110
"7792","D027T01","Volasertib",96,0.2,12240
"7793","D027T01","Cabozantinib",96,1,16530
"7794","D027T01","Trifluoridin/Tipiracil",96,1,13770
"7795","D027T01","17AAG",96,0.0016,20100
"7796","D027T01","Afatinib",96,1,2020
"7797","D027T01","Everolimus",96,1,24670
"7798","D027T01","Doxorubicin",96,0.2,17100
"7799","D027T01","Gefitinib",96,0.008,10070
"7800","D027T01","PRI-724",96,0.0016,18860
"7801","D027T01","DMSO",96,0,22520
"7802","D027T01","Trametinib",96,0.008,13510
"7803","D027T01","DMSO",96,0,20780
"7804","D027T01","Birinapant",96,0.04,17240
"7805","D027T01","Oxaliplatin mit 5-FU",96,0.04,17690
"7806","D027T01","Trifluoridin/Tipiracil",96,0.04,21080
"7807","D027T01","DMSO",96,0,29610
"7808","D027T01","Irinotecan mit 5-FU",96,1,7730
"7809","D027T01","5-FU",96,1,11360
"7810","D027T01","Irinotecan mit 5-FU",96,0.0016,27250
"7811","D027T01","Alpelisib",96,0.0016,24360
"7812","D027T01","Crizotinib",96,0.008,27250
"7813","D027T01","Pazopanib",96,0.008,18360
"7814","D027T01","Vinblastin",96,0.008,18400
"7815","D027T01","Irinotecan mit 5-FU + Gefitinib",96,1,8470
"7816","D027T01","GSK2636771",96,0.0016,20900
